PassengerId,Survived,Pclass,Age,SibSp,Parch,Ticket,Fare,HasCabin,Fare_log1p,Sex_male,Embarked_Q,Embarked_S,Sex_Label,Ticket_code,Ticket_bin_0,Ticket_bin_1,Ticket_bin_2,Ticket_bin_3,Ticket_bin_4,Ticket_bin_5,Ticket_bin_6,Ticket_bin_7,Ticket_bin_8,Ticket_bin_9
1,0,0.8273772438659699,-0.5657364610748746,0.4327933656785018,-0.4736736092984604,A/5 21171,-0.5024451714361923,-0.5449249778098341,-0.8797405693934278,True,False,True,0.7376951317802901,-1.5562786127906711,-0.9657923589955261,-0.9944039851661325,-0.9701425001453321,-0.9877295966495894,-0.9921742788212995,-0.9614603723067316,-0.9295250057968713,-0.8427174762170826,-0.7358821178351062,-0.5031546054266276
2,1,-1.5661069258891576,0.6638610320657843,0.4327933656785018,-0.4736736092984604,PC 17599,0.7868452935884461,1.8351149988007642,1.3612199269233833,False,False,False,-1.3555735383351195,-1.5512069837327054,1.0354192499928778,-0.9944039851661325,-0.9701425001453321,-0.9877295966495894,-0.9921742788212995,-0.9614603723067316,-0.9295250057968713,-0.8427174762170826,-0.7358821178351062,-0.5031546054266276
3,1,0.8273772438659699,-0.2583370877897099,-0.47454519624983954,-0.4736736092984604,STON/O2. 3101282,-0.4888542575852486,-0.5449249778098341,-0.798539974052802,False,False,True,-1.3555735383351195,-1.5461353546747398,-0.9657923589955261,1.0056275064434024,-0.9701425001453321,-0.9877295966495894,-0.9921742788212995,-0.9614603723067316,-0.9295250057968713,-0.8427174762170826,-0.7358821178351062,-0.5031546054266276
4,1,-1.5661069258891576,0.4333115021019107,0.4327933656785018,-0.4736736092984604,113803,0.4207302360686478,1.8351149988007642,1.0620380556287106,False,False,True,-1.3555735383351195,-1.5410637256167743,1.0354192499928778,1.0056275064434024,-0.9701425001453321,-0.9877295966495894,-0.9921742788212995,-0.9614603723067316,-0.9295250057968713,-0.8427174762170826,-0.7358821178351062,-0.5031546054266276
5,0,0.8273772438659699,0.4333115021019107,-0.47454519624983954,-0.4736736092984604,373450,-0.4863374216869257,-0.5449249778098341,-0.7841792430073967,True,False,True,0.7376951317802901,-1.5359920965588088,-0.9657923589955261,-0.9944039851661325,1.0307764064044151,-0.9877295966495894,-0.9921742788212995,-0.9614603723067316,-0.9295250057968713,-0.8427174762170826,-0.7358821178351062,-0.5031546054266276
6,0,0.8273772438659699,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,330877,-0.47811642890864375,-0.5449249778098341,-0.7386163019798164,True,True,False,0.7376951317802901,-1.5309204675008432,1.0354192499928778,-0.9944039851661325,1.0307764064044151,-0.9877295966495894,-0.9921742788212995,-0.9614603723067316,-0.9295250057968713,-0.8427174762170826,-0.7358821178351062,-0.5031546054266276
7,0,-1.5661069258891576,1.893458525206443,-0.47454519624983954,-0.4736736092984604,17463,0.395813560675251,1.8351149988007642,1.038145562232327,True,False,True,0.7376951317802901,-1.5258488384428774,-0.9657923589955261,1.0056275064434024,1.0307764064044151,-0.9877295966495894,-0.9921742788212995,-0.9614603723067316,-0.9295250057968713,-0.8427174762170826,-0.7358821178351062,-0.5031546054266276
8,0,0.8273772438659699,-2.1027333275006983,2.2474704895351842,0.7676298785983874,349909,-0.22408312108167944,-0.5449249778098341,0.1364991380659541,True,False,True,0.7376951317802901,-1.520777209384912,1.0354192499928778,1.0056275064434024,1.0307764064044151,-0.9877295966495894,-0.9921742788212995,-0.9614603723067316,-0.9295250057968713,-0.8427174762170826,-0.7358821178351062,-0.5031546054266276
9,1,0.8273772438659699,-0.1814872444684187,-0.47454519624983954,2.0089333664952354,347742,-0.4242561406845337,-0.5449249778098341,-0.48145578049281335,False,False,True,-1.3555735383351195,-1.5157055803269464,-0.9657923589955261,-0.9944039851661325,-0.9701425001453321,1.0124228365658292,-0.9921742788212995,-0.9614603723067316,-0.9295250057968713,-0.8427174762170826,-0.7358821178351062,-0.5031546054266276
10,1,-0.3693648410115938,-1.180535207645204,0.4327933656785018,-0.4736736092984604,237736,-0.04295550208861426,-0.5449249778098341,0.4894379098126231,False,False,False,-1.3555735383351195,-1.5106339512689808,1.0354192499928778,-0.9944039851661325,-0.9701425001453321,1.0124228365658292,-0.9921742788212995,-0.9614603723067316,-0.9295250057968713,-0.8427174762170826,-0.7358821178351062,-0.5031546054266276
11,1,0.8273772438659699,-1.949033640858116,0.4327933656785018,0.7676298785983874,PP 9549,-0.312172377522981,1.8351149988007642,-0.09156500424402261,False,False,True,-1.3555735383351195,-1.5055623222110153,-0.9657923589955261,1.0056275064434024,-0.9701425001453321,1.0124228365658292,-0.9921742788212995,-0.9614603723067316,-0.9295250057968713,-0.8427174762170826,-0.7358821178351062,-0.5031546054266276
12,1,-1.5661069258891576,2.200857898491608,-0.47454519624983954,-0.4736736092984604,113783,-0.11384570873513637,1.8351149988007642,0.36526093570402607,False,False,True,-1.3555735383351195,-1.5004906931530495,1.0354192499928778,1.0056275064434024,-0.9701425001453321,1.0124228365658292,-0.9921742788212995,-0.9614603723067316,-0.9295250057968713,-0.8427174762170826,-0.7358821178351062,-0.5031546054266276
